"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-2465 0.217047467983897 -1 7 "GO:0043970" "obsolete histone H3-K9 acetylation" 0.666637820226288
-204 0.918803686573001 -1 7 "GO:0043972" "obsolete histone H3-K23 acetylation" 0.98373239037209
-96 0.964581156407389 -1 6 "GO:0043973" "obsolete histone H3-K4 acetylation" 0.993631424445476
-1676 0.437295532596661 -1 6 "GO:0043974" "obsolete histone H3-K27 acetylation" 0.823437096298843
1307 0.216468771311282 -1 25 "GO:0043981;GO:0043982" "obsolete histone H4-K8 acetylation" 0.665909983872463
1336 0.311994575496686 -1 16 "GO:0043983" "obsolete histone H4-K12 acetylation" 0.742123378289364
1045 0.313290895396851 -1 26 "GO:0043984" "obsolete histone H4-K16 acetylation" 0.742665952221444
654 0.726181675914368 -1 8 "GO:0043985" "obsolete histone H4-R3 methylation" 0.934467765466397
-657 0.247364435810974 2 87 "GO:0044003" "symbiont-mediated perturbation of host process" 0.692765768451887
533 0.4802333450026 -1 49 "GO:0044030" "obsolete regulation of DNA methylation" 0.840988296614432
-1348 0.106869294746645 4 40 "GO:0044036;GO:0042546;GO:0044038;GO:0070589" "cell wall macromolecule metabolic process" 0.528110915897554
-172 0.316108017721236 2 1008 "GO:0044057" "regulation of system process" 0.744944296397449
21 0.970959191599262 3 81 "GO:0044058" "regulation of digestive system process" 0.99430860481255
-777 0.229222446680279 5 67 "GO:0044060" "regulation of endocrine process" 0.677538906350313
487 0.396166777013603 3 85 "GO:0044062" "regulation of excretion" 0.799522404599166
-1069 0.0887381667972532 2 71 "GO:0044068;GO:0019048" "obsolete modulation by virus of host process" 0.499054026545614
-43 0.923254705343593 6 139 "GO:0044070" "regulation of monoatomic anion transport" 0.984992212117058
296 0.0232167872048003 2 1820 "GO:0044087" "regulation of cellular component biogenesis" 0.295577995365287
519 0.360660789926363 2 87 "GO:0044088;GO:2000785" "regulation of vacuole organization" 0.778531653603856
322 0.0669709656388547 3 955 "GO:0044089" "positive regulation of cellular component biogenesis" 0.448911385616942
1517 0.104518652356486 3 32 "GO:0044090;GO:2000786" "positive regulation of vacuole organization" 0.52579253377487
946 0.126639566404586 2 73 "GO:0044091" "membrane biogenesis" 0.56436810471817
-58 0.679698706394269 3 1528 "GO:0044092" "negative regulation of molecular function" 0.918191679993535
638 0.598618902524114 -1 19 "GO:0044107;GO:0044108" "obsolete cellular alcohol metabolic process" 0.891495624485886
777 0.437017622162233 5 28 "GO:0044110;GO:0036164;GO:0042710;GO:0098630;GO:0044010;GO:0044011;GO:0090609;GO:0090605;GO:0044128;GO:0044148;GO:0044407;GO:0044414;GO:0030682;GO:0052032;GO:0052167;GO:0052553;GO:0052036;GO:1900187;GO:1900189;GO:1900190;GO:1900192;GO:1900228;GO:1900231" "submerged biofilm formation" 0.823437096298843
-1737 0.420652477719539 2 6 "GO:0044111" "formation of structure involved in a symbiotic process" 0.813914849057333
64 0.945352748168144 -1 32 "GO:0044126;GO:0044144" "obsolete regulation of growth of symbiont in host" 0.98919947431313
-1946 0.129041427531567 -1 17 "GO:0044130;GO:0044146" "obsolete negative regulation of growth of symbiont in host" 0.567514375060975
677 0.670688821035277 -1 11 "GO:0044154" "obsolete histone H3-K14 acetylation" 0.915726239512194
-455 0.730586148839596 3 16 "GO:0044182" "filamentous growth of a population of unicellular organisms" 0.935603607565671
-1190 0.476326391619816 2 10 "GO:0044205" "'de novo' UMP biosynthetic process" 0.839850615576695
-188 0.930706492817082 4 6 "GO:0044209" "AMP salvage" 0.986148652284678
-2815 0.0202421928671648 3 19 "GO:0044241" "lipid digestion" 0.280157827232303
311 0.377620252769308 -1 227 "GO:0044242" "obsolete cellular lipid catabolic process" 0.787604806270676
-3713 0.0113060618314346 2 13 "GO:0044245" "polysaccharide digestion" 0.216112249355053
-351 0.289047534678616 -1 259 "GO:0044262" "obsolete cellular carbohydrate metabolic process" 0.727004122512904
-135 0.679081112717684 2 267 "GO:0044272" "sulfur compound biosynthetic process" 0.918191679993535
-1074 0.115743533433205 4 60 "GO:0044273" "sulfur compound catabolic process" 0.544733755972222
-282 0.69004983679863 -1 56 "GO:0044275" "obsolete cellular carbohydrate catabolic process" 0.921694494690851
87 0.703868427692179 2 545 "GO:0044282" "small molecule catabolic process" 0.928171335247025
-289 0.110627796566908 2 891 "GO:0044283" "small molecule biosynthetic process" 0.534499933664821
2461 0.297694806139954 2 5 "GO:0044314" "protein K27-linked ubiquitination" 0.730444205798999
1099 0.31865194818716 2 23 "GO:0044320;GO:0044321" "response to leptin" 0.746785420060013
1177 0.00754573693628017 2 145 "GO:0044331" "cell-cell adhesion mediated by cadherin" 0.185625128632492
444 0.736771756170285 -1 16 "GO:0044333" "obsolete Wnt signaling pathway involved in digestive tract morphogenesis" 0.936235302009039
-2329 0.14372836584143 2 11 "GO:0044336" "canonical Wnt signaling pathway involved in negative regulation of apoptotic process" 0.585724620618054
1184 0.61634978212327 -1 5 "GO:0044340" "obsolete canonical Wnt signaling pathway involved in regulation of cell proliferation" 0.901390789739572
-2372 0.119996725574353 2 12 "GO:0044341" "sodium-dependent phosphate transport" 0.551726428917792
163 0.945052682157028 2 5 "GO:0044342" "type B pancreatic cell proliferation" 0.98919947431313
-496 0.213708319346193 2 177 "GO:0044344;GO:0071774" "cellular response to fibroblast growth factor stimulus" 0.662541002985903
96 0.954422583143886 3 10 "GO:0044351" "macropinocytosis" 0.989549671520174
3068 0.154975480092183 -1 6 "GO:0044359;GO:0044362;GO:0052204;GO:0052205" "obsolete modulation of molecular function in another organism" 0.600927871676454
99 0.887636138680971 2 57 "GO:0044380;GO:0072698" "protein localization to cytoskeleton" 0.972015105339042
-2569 0.233658329554279 2 6 "GO:0044381" "glucose import in response to insulin stimulus" 0.682086546340772
65 0.964705883371926 2 13 "GO:0044387" "negative regulation of protein kinase activity by regulation of protein phosphorylation" 0.993631424445476
-816 0.729723847173873 2 5 "GO:0044396" "actin cortical patch organization" 0.935603607565671
1496 0.243059014102139 2 17 "GO:0044406" "adhesion of symbiont to host" 0.687245202344512
-1045 0.0452555891187739 3 103 "GO:0044409;GO:0046718" "symbiont entry into host" 0.391291522244637
3190 0.0295177568973547 2 13 "GO:0044417;GO:0046784" "translocation of molecules into host" 0.332991736833176
-577 0.44973172213969 2 48 "GO:0044458" "motile cilium assembly" 0.831665740947657
-1008 0.613723162636533 5 7 "GO:0044528" "regulation of mitochondrial mRNA stability" 0.900413804914315
-605 0.627362206462524 5 18 "GO:0044532;GO:0052040" "symbiont-mediated perturbation of host programmed cell death" 0.90371968179814
-197 0.881200939612062 3 16 "GO:0044539;GO:0140354" "long-chain fatty acid import into cell" 0.969339306610208
410 0.505736792433054 4 74 "GO:0044550" "secondary metabolite biosynthetic process" 0.851003702359768
-823 0.427143336498515 2 26 "GO:0044557;GO:0060087" "relaxation of smooth muscle" 0.817519583033542
3167 0.072135942075259 -1 9 "GO:0044648" "obsolete histone H3-K4 dimethylation" 0.464115611362713
-2244 0.342182351907181 2 5 "GO:0044691" "tooth eruption" 0.76631952320736
-2297 0.00667085655235686 4 39 "GO:0044719" "regulation of imaginal disc-derived wing size" 0.177873958280676
448 0.553149217452187 2 49 "GO:0044743" "protein transmembrane import into intracellular organelle" 0.875081039224094
385 0.751130432191603 2 19 "GO:0044752" "response to human chorionic gonadotropin" 0.938577622095843
46 0.957504033676051 -1 37 "GO:0044764" "obsolete multi-organism cellular process" 0.990649042278029
628 0.501802951003124 -1 32 "GO:0044766;GO:1902579" "obsolete multi-organism transport" 0.84898887812461
-2356 0.158614448343646 2 10 "GO:0044771" "meiotic cell cycle phase transition" 0.604814491079632
346 0.168086016625109 2 453 "GO:0044772;GO:0044770" "cell cycle phase transition" 0.615659402217297
427 0.292511807452034 3 171 "GO:0044773;GO:0044774" "mitotic DNA integrity checkpoint signaling" 0.730135623794436
-3155 0.181785865563633 6 5 "GO:0044785" "metaphase/anaphase transition of meiotic cell cycle" 0.631253878709052
150 0.815260651806086 6 68 "GO:0044786" "cell cycle DNA replication" 0.954414250133546
-2431 0.0972141271152252 -1 13 "GO:0044789;GO:0044791" "obsolete modulation by host of viral release from host cell" 0.516075621662218
-1597 0.130902881852594 5 25 "GO:0044794" "positive regulation by host of viral process" 0.569192149350131
796 0.522644702083528 4 18 "GO:0044804" "nucleophagy" 0.862703735065543
-1053 0.385156659971767 -1 19 "GO:0044806" "obsolete G-quadruplex DNA unwinding" 0.794607400257039
811 0.216413773252916 3 65 "GO:0044818" "mitotic G2/M transition checkpoint" 0.665909983872463
-1078 0.298291076521723 5 26 "GO:0044827" "modulation by host of viral genome replication" 0.731436575419505
-2280 0.195415926977933 6 9 "GO:0044828" "negative regulation by host of viral genome replication" 0.642802091511063
-852 0.546430182590974 2 14 "GO:0044829" "positive regulation by host of viral genome replication" 0.873234822388677
-1649 0.349091958638704 6 9 "GO:0044830" "modulation by host of viral RNA genome replication" 0.771426681697226
141 0.849336747792721 2 51 "GO:0044837" "actomyosin contractile ring organization" 0.962947959830662
-1655 0.0569450510311326 3 37 "GO:0044849" "estrous cycle" 0.42608720832182
2285 0.221201631941424 2 8 "GO:0044860;GO:0044861" "protein localization to plasma membrane raft" 0.670100112843389
-55 0.972695759977608 7 11 "GO:0045002" "double-strand break repair via single-strand annealing" 0.99430860481255
2018 0.0614152985808123 2 24 "GO:0045003" "double-strand break repair via synthesis-dependent strand annealing" 0.434487162989447
327 0.718583411113722 4 34 "GO:0045010" "actin nucleation" 0.93184802846876
-1582 0.320878707528783 4 11 "GO:0045019;GO:1904406" "negative regulation of nitric oxide biosynthetic process" 0.749047679559609
-354 0.650233967220294 2 46 "GO:0045022;GO:0098927" "vesicle-mediated transport between endosomal compartments" 0.911963482469646
-746 0.410443641060493 2 34 "GO:0045026" "plasma membrane fusion" 0.809494740771152
-1625 0.169151184074042 4 20 "GO:0045035" "sensory organ precursor cell division" 0.617494940042434
4084 0.0838869425582364 2 5 "GO:0045039" "protein insertion into mitochondrial inner membrane" 0.490823469258271
1952 0.267741322336745 3 9 "GO:0045040;GO:0007008" "outer mitochondrial membrane organization" 0.707237729179085
1316 0.481057721589417 3 8 "GO:0045046" "protein import into peroxisome membrane" 0.840988296614432
-425 0.347980100006142 3 137 "GO:0045047;GO:0072599;GO:0070972" "protein localization to endoplasmic reticulum" 0.770867587150309
-95 0.946392190086431 3 14 "GO:0045048;GO:0071816" "protein insertion into ER membrane" 0.989468993912685
-111 0.958913878996529 2 6 "GO:0045053" "protein retention in Golgi apparatus" 0.991143349105958
-744 0.40541930226769 3 35 "GO:0045056" "transcytosis" 0.807661337276229
-1057 0.115757839670866 2 62 "GO:0045058;GO:0043368" "T cell selection" 0.544733755972222
-2022 0.348639744033027 2 6 "GO:0045059" "positive thymic T cell selection" 0.771393017249943
-1391 0.308020679080972 3 15 "GO:0045061" "thymic T cell selection" 0.739739946281148
598 0.230215812122667 2 113 "GO:0045069" "regulation of viral genome replication" 0.677856977113979
514 0.451698476260481 4 60 "GO:0045070" "positive regulation of viral genome replication" 0.83269922730959
579 0.434614223907546 2 51 "GO:0045071" "negative regulation of viral genome replication" 0.821917274335148
-773 0.000117515062380904 3 721 "GO:0045087;GO:0140546" "defense response to symbiont" 0.0165957382540143
-556 0.00970149898059537 2 626 "GO:0045088;GO:0002831" "regulation of response to biotic stimulus" 0.202401469526033
-775 0.00994290099159401 2 314 "GO:0045089;GO:0002833" "positive regulation of response to biotic stimulus" 0.205486620492943
527 0.440695720908858 3 60 "GO:0045103;GO:0045104" "intermediate filament cytoskeleton organization" 0.825840600075542
1373 0.561211627939868 2 5 "GO:0045108" "regulation of intermediate filament polymerization or depolymerization" 0.877494719676397
-1659 0.195470502257298 2 17 "GO:0045109" "intermediate filament organization" 0.642802091511063
1289 0.263716510140175 2 21 "GO:0045116" "protein neddylation" 0.70363922215072
734 0.374463056040933 2 41 "GO:0045117" "azole transmembrane transport" 0.784951969589927
-779 0.47944962044898 2 23 "GO:0045123;GO:0061756" "cellular extravasation" 0.84089307826887
-33 0.963424477040074 2 53 "GO:0045124;GO:0046850" "regulation of bone remodeling" 0.993107663934984
600 0.153615956048267 2 159 "GO:0045132" "meiotic chromosome segregation" 0.600226864277685
-626 0.111710973488122 2 182 "GO:0045138;GO:0090598" "male anatomical structure morphogenesis" 0.536984630607701
-12 0.987768336492858 2 47 "GO:0045161" "neuronal ion channel clustering" 0.997801642260657
2311 0.0714601434386728 3 17 "GO:0045162" "clustering of voltage-gated sodium channels" 0.461435269994343
-281 0.0790711024319605 3 1164 "GO:0045165" "cell fate commitment" 0.479926308866928
-387 0.488684379316338 3 90 "GO:0045167" "asymmetric protein localization involved in cell fate determination" 0.840988296614432
143 0.831707926460318 2 62 "GO:0045168;GO:0046331" "cell-cell signaling involved in cell fate commitment" 0.958000774357941
285 0.717454417251199 4 45 "GO:0045175" "basal protein localization" 0.93184802846876
-38 0.9406058193156 5 107 "GO:0045176" "apical protein localization" 0.987893491146263
-328 0.303603318382248 3 279 "GO:0045185;GO:0032507;GO:0051651" "maintenance of location in cell" 0.736646167986963
-613 0.486586497598566 8 36 "GO:0045186" "zonula adherens assembly" 0.840988296614432
194 0.898973900005702 2 12 "GO:0045188" "regulation of circadian sleep/wake cycle, non-REM sleep" 0.975995018437472
1674 0.0689144540345321 2 33 "GO:0045191" "regulation of isotype switching" 0.454111388411616
-112 0.882320377495613 3 49 "GO:0045196" "establishment or maintenance of neuroblast polarity" 0.970094463492149
110 0.922132668608461 2 22 "GO:0045200" "establishment of neuroblast polarity" 0.984786994829024
-1758 0.456908890976597 2 5 "GO:0045201" "maintenance of neuroblast polarity" 0.834271778282216
-139 0.908571069936577 -1 19 "GO:0045213" "obsolete neurotransmitter receptor metabolic process" 0.980308351302523
-644 0.0855450770526657 3 201 "GO:0045214" "sarcomere organization" 0.490823469258271
-760 0.219948898974544 2 73 "GO:0045217;GO:0034334" "cell-cell junction maintenance" 0.669325739656773
-2585 0.142145288869891 4 9 "GO:0045218" "zonula adherens maintenance" 0.584366562221989
-1053 1.85647880537671e-06 2 591 "GO:0045229;GO:0030198;GO:0043062" "external encapsulating structure organization" 0.000786528187211266
977 0.337042956753689 4 27 "GO:0045292" "mRNA cis splicing, via spliceosome" 0.762232629066569
327 0.844835189881803 3 10 "GO:0045313" "rhabdomere membrane biogenesis" 0.96101260590545
1290 0.549745665670637 3 6 "GO:0045329" "carnitine biosynthetic process" 0.874866537229607
-142 0.943434196478843 3 7 "GO:0045337;GO:0045338" "farnesyl diphosphate metabolic process" 0.988711331031436
3215 0.173642467609512 3 5 "GO:0045343;GO:0045345" "positive regulation of MHC class I biosynthetic process" 0.622231924851125
-350 0.842383354384017 3 9 "GO:0045346;GO:0045347" "regulation of MHC class II biosynthetic process" 0.96101260590545
-245 0.498424747313067 2 215 "GO:0045444" "fat cell differentiation" 0.847038662126598
-172 0.762372985595357 2 87 "GO:0045445" "myoblast differentiation" 0.9421729210434
-1596 0.0429509601792039 2 45 "GO:0045448" "mitotic cell cycle, embryonic" 0.383092423773812
48 0.96986290173339 2 17 "GO:0045450" "bicoid mRNA localization" 0.99430860481255
1345 0.163594466541291 5 30 "GO:0045453" "bone resorption" 0.610321158832754
-865 0.102435057975752 2 100 "GO:0045454" "cell redox homeostasis" 0.524049437015125
-497 0.651937777042523 2 23 "GO:0045455;GO:0045456" "ecdysteroid metabolic process" 0.912572309830501
405 0.719604876175909 6 22 "GO:0045463" "R8 cell development" 0.93184802846876
610 0.276871386304631 2 89 "GO:0045465" "R8 cell differentiation" 0.716537406158819
1 0.999169921007649 2 122 "GO:0045466" "R7 cell differentiation" 0.999768870765413
-183 0.802736183254837 4 52 "GO:0045467" "R7 cell development" 0.952107815410988
-3769 0.0436527401342818 2 8 "GO:0045468" "regulation of R8 cell spacing in compound eye" 0.386190018867788
254 0.3079606293543 5 463 "GO:0045471" "response to ethanol" 0.739739946281148
133 0.86947736742628 4 43 "GO:0045472" "response to ether" 0.967162109164968
494 0.256761973596256 3 148 "GO:0045475" "locomotor rhythm" 0.699668581867963
-654 0.599773316044398 2 18 "GO:0045476" "nurse cell apoptotic process" 0.891766681254548
144 0.913379405425127 2 16 "GO:0045477" "regulation of nurse cell apoptotic process" 0.981442510572786
-741 0.587262253155729 3 15 "GO:0045498" "sex comb development" 0.887691249665935
-1293 0.438990974739886 7 10 "GO:0045500" "sevenless signaling pathway" 0.824567776691224
-814 0.225701849849166 3 62 "GO:0045540;GO:0090181;GO:0106118" "regulation of cholesterol metabolic process" 0.673267892674977
1115 0.636995241954665 2 5 "GO:0045541;GO:0090206;GO:0106119" "negative regulation of cholesterol biosynthetic process" 0.905412342128944
-2059 0.2179387057422 3 10 "GO:0045542;GO:0090205;GO:0106120" "positive regulation of cholesterol metabolic process" 0.667093185322328
-1214 0.0566522876727755 4 69 "GO:0045570" "regulation of imaginal disc growth" 0.424391302350281
-236 0.774689227539288 2 41 "GO:0045571" "negative regulation of imaginal disc growth" 0.945547383036909
-2195 0.27179012029072 3 7 "GO:0045572" "positive regulation of imaginal disc growth" 0.711293665152295
-1839 0.248500322520079 4 11 "GO:0045576" "mast cell activation" 0.693235626789671
-2463 0.0422539503931098 2 19 "GO:0045577;GO:0045579" "regulation of B cell differentiation" 0.380435213338672
-1065 0.00622802697517578 4 186 "GO:0045580;GO:0045619" "regulation of lymphocyte differentiation" 0.169021116415269
-346 0.612263986128268 3 60 "GO:0045581;GO:0045620" "negative regulation of lymphocyte differentiation" 0.899292210750033
-535 0.305138905871888 4 103 "GO:0045582;GO:0045621" "positive regulation of lymphocyte differentiation" 0.737789884647755
-417 0.759773269136449 7 15 "GO:0045586;GO:0046643;GO:0071317;GO:0071505;GO:0071506;GO:0071873;GO:0072110;GO:0072301;GO:0072303;GO:0098758;GO:0098759;GO:1902949;GO:2000182" "regulation of gamma-delta T cell differentiation" 0.941014782120985
-2611 0.00234074782794758 2 38 "GO:0045589" "regulation of regulatory T cell differentiation" 0.106253231761478
-956 0.587162661737669 2 9 "GO:0045591" "positive regulation of regulatory T cell differentiation" 0.887691249665935
-55 0.719176140870186 2 1272 "GO:0045596" "negative regulation of cell differentiation" 0.93184802846876
-402 0.341427855632712 2 158 "GO:0045598" "regulation of fat cell differentiation" 0.765918437646252
-956 0.196952825498424 2 51 "GO:0045599" "negative regulation of fat cell differentiation" 0.643499109004934
414 0.463633363830572 5 88 "GO:0045600" "positive regulation of fat cell differentiation" 0.835942522499251
-1250 0.267523911607212 2 22 "GO:0045601" "regulation of endothelial cell differentiation" 0.707237729179085
-1590 0.318269391836899 4 11 "GO:0045602" "negative regulation of endothelial cell differentiation" 0.746522297134389
-2355 0.238216151946365 4 7 "GO:0045603" "positive regulation of endothelial cell differentiation" 0.685265053613528
-941 0.131443794132055 2 72 "GO:0045604" "regulation of epidermal cell differentiation" 0.569192149350131
-2564 0.0174970979478829 3 24 "GO:0045605;GO:0045683" "negative regulation of epidermis development" 0.259092949418553
528 0.639711317243014 6 22 "GO:0045606" "positive regulation of epidermal cell differentiation" 0.906771648619352
-2006 0.000816203381175224 2 78 "GO:0045610" "regulation of hemocyte differentiation" 0.0576330276374283
-2001 0.0351286894980468 5 31 "GO:0045611;GO:0035204;GO:0045614" "negative regulation of hemocyte differentiation" 0.35248866593698
-1246 0.126911365572243 2 42 "GO:0045616" "regulation of keratinocyte differentiation" 0.564576973446608
-2540 0.0831399683231061 5 13 "GO:0045617" "negative regulation of keratinocyte differentiation" 0.490286067055548
-1041 0.495054598318772 2 12 "GO:0045618" "positive regulation of keratinocyte differentiation" 0.844280942607565
786 0.372481087159835 4 36 "GO:0045622;GO:0045623" "regulation of T-helper cell differentiation" 0.784592787805107
702 0.725336241862448 4 7 "GO:0045624" "positive regulation of T-helper cell differentiation" 0.934353892865155
4266 0.0223966334829832 9 8 "GO:0045628;GO:0045629" "regulation of T-helper 2 cell differentiation" 0.292208935364977
-2202 0.148928384309223 7 12 "GO:0045631;GO:2000980" "regulation of inner ear receptor cell differentiation" 0.593099098232035
-1054 0.411128332058414 2 17 "GO:0045634;GO:0045636" "regulation of melanocyte differentiation" 0.809494740771152
-87 0.739575557767284 2 416 "GO:0045637" "regulation of myeloid cell differentiation" 0.936235302009039
-109 0.79917115281974 2 152 "GO:0045638" "negative regulation of myeloid cell differentiation" 0.951540030538527
-512 0.216394474117235 3 164 "GO:0045639" "positive regulation of myeloid cell differentiation" 0.665909983872463
-77 0.875046545018643 5 116 "GO:0045646" "regulation of erythrocyte differentiation" 0.96857156999692
431 0.744281501924162 2 16 "GO:0045647" "negative regulation of erythrocyte differentiation" 0.936235302009039
-1247 0.113724342574911 2 45 "GO:0045648" "positive regulation of erythrocyte differentiation" 0.540421760711818
-140 0.823604104446092 2 71 "GO:0045649" "regulation of macrophage differentiation" 0.956273584120874
134 0.844705009990698 4 60 "GO:0045650;GO:2001198;GO:2001199;GO:2001200" "negative regulation of macrophage differentiation" 0.96101260590545
-2351 0.0849124295179056 2 15 "GO:0045651" "positive regulation of macrophage differentiation" 0.490823469258271
407 0.478775697675158 5 85 "GO:0045652" "regulation of megakaryocyte differentiation" 0.84080744988018
-899 0.703477341466857 2 5 "GO:0045653" "negative regulation of megakaryocyte differentiation" 0.928151938758867
-1791 0.337769419876183 6 8 "GO:0045654" "positive regulation of megakaryocyte differentiation" 0.763434972132712
555 0.766525239056512 2 8 "GO:0045658;GO:0045659" "regulation of neutrophil differentiation" 0.94282604403951
-866 0.186827617984455 2 65 "GO:0045661" "regulation of myoblast differentiation" 0.636437989744184
-2195 0.0309569368997445 3 27 "GO:0045662" "negative regulation of myoblast differentiation" 0.336447648131453
-416 0.637042431563075 3 36 "GO:0045663" "positive regulation of myoblast differentiation" 0.905412342128944
130 0.312088863647258 2 1873 "GO:0045664;GO:0050767" "regulation of neurogenesis" 0.742123378289364
455 0.062872159085312 3 480 "GO:0045665" "negative regulation of neuron differentiation" 0.437466318599078
-833 0.0537164975447741 2 151 "GO:0045667" "regulation of osteoblast differentiation" 0.417567953099719
-216 0.765949043079821 2 53 "GO:0045668" "negative regulation of osteoblast differentiation" 0.94282604403951
-1181 0.0742157532620728 3 64 "GO:0045669" "positive regulation of osteoblast differentiation" 0.467694284086517
21 0.969073223460513 2 100 "GO:0045670" "regulation of osteoclast differentiation" 0.99430860481255
-27 0.977400181288177 2 31 "GO:0045671" "negative regulation of osteoclast differentiation" 0.995812128591
467 0.576772441431013 3 40 "GO:0045672" "positive regulation of osteoclast differentiation" 0.884647352846522
560 0.472704614069909 8 46 "GO:0045676;GO:0110116" "regulation of R7 cell differentiation" 0.839562700537721
1764 0.102126588995123 3 24 "GO:0045678;GO:0110117" "positive regulation of compound eye photoreceptor cell differentiation" 0.524049437015125
-521 0.283515912085139 2 119 "GO:0045682" "regulation of epidermis development" 0.723052885472292
-472 0.607976742709353 3 33 "GO:0045684" "positive regulation of epidermis development" 0.896821631517645
-1028 0.0499015876139737 4 102 "GO:0045685" "regulation of glial cell differentiation" 0.405271040622112
-750 0.487052509379344 5 24 "GO:0045686" "negative regulation of glial cell differentiation" 0.840988296614432
-1513 0.0308508056383097 2 57 "GO:0045687" "positive regulation of glial cell differentiation" 0.336447648131453
100 0.923550998822414 2 26 "GO:0045704;GO:0045705" "regulation of salivary gland boundary specification" 0.984992212117058
1070 0.353624055087054 -1 21 "GO:0045714" "obsolete regulation of low-density lipoprotein particle receptor biosynthetic process" 0.773147088329666
-40 0.98277586538587 3 8 "GO:0045717" "negative regulation of fatty acid biosynthetic process" 0.997093730864676
-3724 0.0146509343994874 4 12 "GO:0045719;GO:0070874" "negative regulation of glycogen metabolic process" 0.236711918920532
-428 0.697756221978103 4 23 "GO:0045721" "negative regulation of gluconeogenesis" 0.924664191521661
-1317 0.203940146060307 2 26 "GO:0045722" "positive regulation of gluconeogenesis" 0.652908559480934
-1240 0.191638820024202 4 31 "GO:0045723" "positive regulation of fatty acid biosynthetic process" 0.640352713887118
409 0.647513513291472 2 35 "GO:0045724" "positive regulation of cilium assembly" 0.910882595529495
739 0.493569900455732 3 24 "GO:0045725" "positive regulation of glycogen biosynthetic process" 0.842957508965027
237 0.488983405282386 3 242 "GO:0045727" "positive regulation of translation" 0.840988296614432
108 0.702191332555063 6 355 "GO:0045732" "positive regulation of protein catabolic process" 0.927257333690894
-821 0.35849652495384 6 35 "GO:0045736;GO:1904030" "negative regulation of cyclin-dependent protein kinase activity" 0.777730711769408
-428 0.582747670777297 2 46 "GO:0045737;GO:1904031" "positive regulation of cyclin-dependent protein kinase activity" 0.885455358839922
1184 0.272465293478809 2 24 "GO:0045738;GO:2000780" "negative regulation of DNA repair" 0.71194709686744
226 0.680950852117942 2 93 "GO:0045739" "positive regulation of DNA repair" 0.918922836867062
-1481 0.0230125247460497 5 66 "GO:0045740" "positive regulation of DNA replication" 0.294947081871219
-751 0.622715529805238 2 12 "GO:0045741" "positive regulation of epidermal growth factor-activated receptor activity" 0.902662357834495
397 0.570753769246782 7 57 "GO:0045742;GO:1901186" "positive regulation of ERBB signaling pathway" 0.881837838018078
380 0.773597046513833 2 16 "GO:0045743" "positive regulation of fibroblast growth factor receptor signaling pathway" 0.945212527298516
993 0.0706594142851895 4 93 "GO:0045744" "negative regulation of G protein-coupled receptor signaling pathway" 0.458204671206509
4 0.995765490184783 4 59 "GO:0045745" "positive regulation of G protein-coupled receptor signaling pathway" 0.999014872202012
-636 0.147133433666996 3 146 "GO:0045746" "negative regulation of Notch signaling pathway" 0.590905666469208
-728 0.087346130755791 2 155 "GO:0045747" "positive regulation of Notch signaling pathway" 0.497034538116138
78 0.954514474652819 2 15 "GO:0045751" "negative regulation of Toll signaling pathway" 0.989549671520174
-615 0.517393069086496 2 31 "GO:0045760" "positive regulation of action potential" 0.858588237420786
167 0.791479466812503 3 70 "GO:0045761" "regulation of adenylate cyclase activity" 0.949838891127567
1008 0.252540530291531 5 36 "GO:0045762" "positive regulation of adenylate cyclase activity" 0.696040275432281
-1282 4.99474888889577e-06 3 361 "GO:0045765;GO:1901342" "regulation of vasculature development" 0.0017313615921236
-549 0.147145274144378 4 197 "GO:0045766;GO:1904018" "positive regulation of vasculature development" 0.590905666469208
565 0.246474617175309 3 118 "GO:0045773" "positive regulation of axon extension" 0.692052809491497
-1889 0.0080944306323824 2 55 "GO:0045776" "negative regulation of blood pressure" 0.190393254900698
-1027 0.104401492732566 2 70 "GO:0045777" "positive regulation of blood pressure" 0.52579253377487
-510 0.294228587261506 2 119 "GO:0045778" "positive regulation of ossification" 0.730325865315999
311 0.825843341415979 2 14 "GO:0045779" "negative regulation of bone resorption" 0.956471554188875
471 0.643432916894799 6 27 "GO:0045780;GO:0046852" "positive regulation of bone remodeling" 0.908643647894044
-132 0.604772324071772 2 440 "GO:0045785" "positive regulation of cell adhesion" 0.894837746094554
237 0.194996815475988 2 873 "GO:0045786" "negative regulation of cell cycle" 0.642121000263327
-249 0.231677150706061 2 671 "GO:0045787" "positive regulation of cell cycle" 0.67978836140224
-866 0.212664095368818 2 58 "GO:0045792" "negative regulation of cell size" 0.661067152933213
80 0.863841947407642 2 130 "GO:0045793" "positive regulation of cell size" 0.96611261944267
-926 0.57968482240075 3 10 "GO:0045794" "negative regulation of cell volume" 0.884949218128385
968 0.0637062554699381 3 103 "GO:0045806" "negative regulation of endocytosis" 0.440377685756504
242 0.382120210129832 2 370 "GO:0045807" "positive regulation of endocytosis" 0.790992234919804
214 0.534326723146411 3 238 "GO:0045814" "negative regulation of gene expression, epigenetic" 0.868636877150827
959 0.0564754025817791 3 111 "GO:0045815;GO:0141137" "transcription initiation-coupled chromatin remodeling" 0.423482222309388
-1558 0.307090322760386 3 12 "GO:0045819" "positive regulation of glycogen catabolic process" 0.739739946281148
