"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-1394 0.196260107972415 2 24 "GO:0045822" "negative regulation of heart contraction" 0.643499109004934
-2093 0.00155368623350475 3 64 "GO:0045823" "positive regulation of heart contraction" 0.0834395156106142
-1560 0.0112162186271598 2 74 "GO:0045824" "negative regulation of innate immune response" 0.216112249355053
155 0.676652406670054 3 205 "GO:0045833" "negative regulation of lipid metabolic process" 0.916931747338074
161 0.633873142690425 5 247 "GO:0045834" "positive regulation of lipid metabolic process" 0.905254339179327
478 0.626322193792445 3 29 "GO:0045835" "negative regulation of meiotic nuclear division" 0.90371968179814
546 0.431919135587718 3 58 "GO:0045836" "positive regulation of meiotic nuclear division" 0.820130843328728
2094 0.138179943439597 2 14 "GO:0045837" "negative regulation of membrane potential" 0.580145291970006
-34 0.96862746956994 2 37 "GO:0045838" "positive regulation of membrane potential" 0.99430860481255
923 0.0799962076033436 2 101 "GO:0045839;GO:0051784" "negative regulation of nuclear division" 0.483094402910922
-502 0.396196586281176 5 80 "GO:0045840" "positive regulation of mitotic nuclear division" 0.799522404599166
-1064 0.393256346572298 3 18 "GO:0045842;GO:1901970" "positive regulation of mitotic sister chromatid separation" 0.798837939024272
-111 0.830675647746324 2 104 "GO:0045843;GO:0048635;GO:1901862" "negative regulation of muscle organ development" 0.957631517719345
-127 0.797766567865675 2 114 "GO:0045844;GO:0048636;GO:1901863" "positive regulation of muscle organ development" 0.951540030538527
995 0.594384292616837 2 8 "GO:0045850" "positive regulation of nurse cell apoptotic process" 0.890525464733988
2211 0.0845759659311254 3 17 "GO:0045856;GO:1904582;GO:1902877" "positive regulation of pole plasm oskar mRNA localization" 0.490823469258271
46 0.755031042408403 2 1361 "GO:0045859;GO:0043549;GO:0051338" "regulation of transferase activity" 0.940861653455442
-151 0.451817423908069 5 722 "GO:0045860;GO:0033674" "positive regulation of kinase activity" 0.83269922730959
-835 0.000813188296648138 2 460 "GO:0045861" "negative regulation of proteolysis" 0.0576330276374283
-246 0.288563508623738 5 533 "GO:0045862" "positive regulation of proteolysis" 0.726885879443719
1029 0.340127733169899 4 24 "GO:0045875" "negative regulation of sister chromatid cohesion" 0.765310862155367
1404 0.30349476385458 5 15 "GO:0045876" "positive regulation of sister chromatid cohesion" 0.736617144861562
1106 0.012662258929081 2 143 "GO:0045879" "negative regulation of smoothened signaling pathway" 0.226050878637234
-187 0.744110548596364 3 85 "GO:0045880" "positive regulation of smoothened signaling pathway" 0.936235302009039
861 0.0925730229926701 3 107 "GO:0045886;GO:1904397" "negative regulation of neuromuscular junction development" 0.506332137551449
476 0.34803266490408 3 109 "GO:0045887;GO:1904398" "positive regulation of neuromuscular junction development" 0.770867587150309
1605 0.0768246996316535 3 34 "GO:0045898;GO:0045899" "regulation of RNA polymerase II transcription preinitiation complex assembly" 0.474499664059762
3849 0.103314256487885 2 5 "GO:0045900" "negative regulation of translational elongation" 0.52579253377487
786 0.591610735778363 9 13 "GO:0045901" "positive regulation of translational elongation" 0.889991405989727
-1381 0.281449096671757 2 17 "GO:0045906" "negative regulation of vasoconstriction" 0.721549145996642
-1350 0.0316489986712736 6 71 "GO:0045907" "positive regulation of vasoconstriction" 0.338740230952426
1408 0.0808286510840366 3 43 "GO:0045910" "negative regulation of DNA recombination" 0.484590639282125
1815 0.0117180252934462 2 54 "GO:0045911" "positive regulation of DNA recombination" 0.219429700385088
-1558 0.328182671614526 3 11 "GO:0045914;GO:0045963" "negative regulation of dopamine metabolic process" 0.756017998342955
-1160 0.447076816752018 4 12 "GO:0045915;GO:0045964" "positive regulation of catecholamine metabolic process" 0.829334744589887
-2860 0.0216992177039262 6 18 "GO:0045916;GO:2000258" "negative regulation of complement activation" 0.288944075134516
-2434 0.167084454921807 2 9 "GO:0045919" "positive regulation of cytolysis" 0.614505063190045
-661 0.367321328681492 4 52 "GO:0045920" "negative regulation of exocytosis" 0.783550336370646
11 0.978896827312937 2 151 "GO:0045921" "positive regulation of exocytosis" 0.996279979571434
704 0.372063804697222 2 45 "GO:0045922" "negative regulation of fatty acid metabolic process" 0.784592787805107
67 0.924802549011033 2 56 "GO:0045923" "positive regulation of fatty acid metabolic process" 0.984992212117058
-548 0.528536205845468 2 37 "GO:0045924" "regulation of female receptivity" 0.865122505316337
130 0.570842015360042 3 549 "GO:0045926" "negative regulation of growth" 0.881837838018078
-105 0.575120701496269 2 836 "GO:0045927" "positive regulation of growth" 0.884390318712374
331 0.184650009382851 2 459 "GO:0045930" "negative regulation of mitotic cell cycle" 0.634804980813645
320 0.318227953553645 6 276 "GO:0045931" "positive regulation of mitotic cell cycle" 0.746522297134389
-480 0.516632368834485 3 51 "GO:0045932;GO:0045986" "negative regulation of muscle contraction" 0.858477509928412
-749 0.161429722826874 3 98 "GO:0045933" "positive regulation of muscle contraction" 0.607734111314017
-47 0.953885205065956 5 42 "GO:0045938" "positive regulation of circadian sleep/wake cycle, sleep" 0.989549671520174
209 0.684402559638199 4 106 "GO:0045939" "negative regulation of steroid metabolic process" 0.920198231135454
351 0.659563355192147 6 44 "GO:0045943" "positive regulation of transcription by RNA polymerase I" 0.914815195384694
-104 0.427111920305534 3 1812 "GO:0045944" "positive regulation of transcription by RNA polymerase II" 0.817519583033542
-631 0.655108801351812 3 14 "GO:0045945" "positive regulation of transcription by RNA polymerase III" 0.913712066244263
47 0.957523484216018 5 36 "GO:0045947" "negative regulation of translational initiation" 0.990649042278029
344 0.67674990819267 5 41 "GO:0045948" "positive regulation of translational initiation" 0.916931747338074
1801 0.403864747541874 2 6 "GO:0045950" "negative regulation of mitotic recombination" 0.806249362501134
-663 0.439312744823751 2 38 "GO:0045955;GO:1903306" "negative regulation of regulated secretory pathway" 0.824765876914309
1011 0.164344155066616 4 53 "GO:0045956" "positive regulation of calcium ion-dependent exocytosis" 0.61106217773672
-837 0.553455092958693 7 14 "GO:0045977" "positive regulation of mitotic cell cycle, embryonic" 0.875081039224094
-1752 0.0411439512184969 2 38 "GO:0045980;GO:1900543;GO:1903579" "negative regulation of nucleotide metabolic process" 0.37711585394296
169 0.828785230436027 6 46 "GO:0045987" "positive regulation of smooth muscle contraction" 0.956471554188875
-1393 0.324084488297808 6 14 "GO:0045988" "negative regulation of striated muscle contraction" 0.751726175509716
-2006 0.00794503816335908 4 49 "GO:0045989" "positive regulation of striated muscle contraction" 0.188805707477629
-571 0.494771338643841 2 40 "GO:0045992" "negative regulation of embryonic development" 0.844099827404459
50 0.838072753856073 2 480 "GO:0045995" "regulation of embryonic development" 0.959377513408906
-1961 0.0891652623101139 2 21 "GO:0046006" "regulation of activated T cell proliferation" 0.500082405530543
-1127 0.42476795588933 2 14 "GO:0046007" "negative regulation of activated T cell proliferation" 0.816837210884271
339 0.865237851811428 2 7 "GO:0046008;GO:0045434" "regulation of female receptivity, post-mating" 0.96611261944267
-1038 0.41828925795145 5 17 "GO:0046015;GO:0000430" "regulation of transcription by glucose" 0.813690613358189
-850 0.395032959067463 4 28 "GO:0046033" "AMP metabolic process" 0.799300139209031
1049 0.134478512341366 4 57 "GO:0046037;GO:0046710" "GMP metabolic process" 0.574360854948669
502 0.831932681266018 4 5 "GO:0046038" "GMP catabolic process" 0.958000774357941
-369 0.621646991970211 3 50 "GO:0046039" "GTP metabolic process" 0.902419730106035
-1523 0.221433554204739 4 18 "GO:0046040" "IMP metabolic process" 0.670100112843389
-1861 0.265468684864072 3 10 "GO:0046056;GO:0006174;GO:0006186;GO:0006756;GO:0061508;GO:0061565;GO:0061566;GO:0061567;GO:0061568;GO:0061569;GO:0061570;GO:0061571" "dADP metabolic process" 0.70465165011257
360 0.637279437696064 2 48 "GO:0046058" "cAMP metabolic process" 0.905412342128944
1161 0.364989374143119 3 17 "GO:0046060" "dATP metabolic process" 0.783488068037391
4227 0.0736526632935927 3 5 "GO:0046061" "dATP catabolic process" 0.467645649203491
-498 0.444738461376388 4 66 "GO:0046068" "cGMP metabolic process" 0.828410972364215
-2923 0.0112832177869721 2 21 "GO:0046069" "cGMP catabolic process" 0.216112249355053
-1094 0.558023641892651 3 8 "GO:0046070;GO:0006203" "dGTP metabolic process" 0.876002897291377
785 0.694277383602121 2 7 "GO:0046078" "dUMP metabolic process" 0.923465495174822
725 0.697794430082915 2 8 "GO:0046083" "adenine metabolic process" 0.924664191521661
-557 0.620901080869736 2 22 "GO:0046085" "adenosine metabolic process" 0.902074993848849
-2287 0.252194375278477 2 7 "GO:0046098" "guanine metabolic process" 0.696040275432281
648 0.71306467701603 3 9 "GO:0046100;GO:0046101" "hypoxanthine metabolic process" 0.931631286288121
-1000 0.672073515476585 2 5 "GO:0046102" "inosine metabolic process" 0.915874898058678
3145 0.0259571322889198 3 14 "GO:0046104;GO:0046125" "pyrimidine deoxyribonucleoside metabolic process" 0.312553278899872
2604 0.270492959575599 2 5 "GO:0046110" "xanthine metabolic process" 0.711058017829548
-161 0.845787389856803 2 41 "GO:0046112" "nucleobase biosynthetic process" 0.961479339448797
-1670 0.220926706886213 2 15 "GO:0046113" "nucleobase catabolic process" 0.670100112843389
1707 0.428679041507362 5 6 "GO:0046121" "deoxyribonucleoside catabolic process" 0.818504349157522
-1909 0.0303298766580546 2 36 "GO:0046131;GO:0046132" "pyrimidine ribonucleoside metabolic process" 0.336034946953886
-563 0.456212871173881 2 49 "GO:0046134;GO:0009220;GO:0009218" "pyrimidine ribonucleotide metabolic process" 0.834093991676208
-112 0.930618418593984 3 17 "GO:0046135" "pyrimidine nucleoside catabolic process" 0.986148652284678
-585 0.210264712250452 2 129 "GO:0046148" "pigment biosynthetic process" 0.659411939235904
179 0.775442461449388 3 71 "GO:0046164;GO:1901616" "obsolete organic hydroxy compound catabolic process" 0.945558716183728
-1092 0.0134553507649675 3 144 "GO:0046165" "alcohol biosynthetic process" 0.229978591296334
-2179 0.243437368717045 3 8 "GO:0046167" "glycerol-3-phosphate biosynthetic process" 0.687245202344512
-619 0.324610206721059 2 71 "GO:0046173" "polyol biosynthetic process" 0.752072073375068
788 0.377858132104432 3 35 "GO:0046174" "polyol catabolic process" 0.787738139810935
491 0.677966122658983 2 20 "GO:0046184" "aldehyde biosynthetic process" 0.917510142217818
-373 0.777986315003496 4 16 "GO:0046185" "aldehyde catabolic process" 0.946468593746318
-1362 0.527743004555999 2 6 "GO:0046292" "formaldehyde metabolic process" 0.864724830716037
917 0.229509437578339 2 48 "GO:0046320" "regulation of fatty acid oxidation" 0.677856977113979
1119 0.271274793786835 3 27 "GO:0046321" "positive regulation of fatty acid oxidation" 0.711293665152295
3126 0.0497642403605963 2 11 "GO:0046322" "negative regulation of fatty acid oxidation" 0.405018246520712
-2540 0.00658597719267722 6 32 "GO:0046323" "D-glucose import" 0.176538095609145
382 0.734520569622854 2 22 "GO:0046337" "phosphatidylethanolamine metabolic process" 0.936235302009039
-261 0.801000340587259 2 26 "GO:0046339" "diacylglycerol metabolic process" 0.951713577135453
-2390 0.133625576078251 2 11 "GO:0046351" "disaccharide biosynthetic process" 0.572166559894858
-1079 0.0755416971885058 3 76 "GO:0046364" "monosaccharide biosynthetic process" 0.471170619621512
-181 0.927897225416123 3 7 "GO:0046368" "GDP-L-fucose metabolic process" 0.98550343951837
-328 0.178636844875487 3 481 "GO:0046394;GO:0016053" "organic acid biosynthetic process" 0.626337737480673
153 0.588147103439037 3 355 "GO:0046395;GO:0016054" "carboxylic acid catabolic process" 0.888424486336297
-2307 0.130523709546238 2 12 "GO:0046415" "urate metabolic process" 0.569175315592754
218 0.499613734708928 4 271 "GO:0046425;GO:1904892" "regulation of receptor signaling pathway via JAK-STAT" 0.847809154626232
225 0.558673021258049 4 190 "GO:0046426;GO:1904893" "negative regulation of receptor signaling pathway via JAK-STAT" 0.876002897291377
-223 0.741566811982622 2 61 "GO:0046427;GO:1904894" "positive regulation of receptor signaling pathway via JAK-STAT" 0.936235302009039
-489 0.13585520501254 2 263 "GO:0046434" "organophosphate catabolic process" 0.57685511883387
1847 0.35512470258342 3 7 "GO:0046439" "L-cysteine metabolic process" 0.774734697224756
2655 0.261127429306614 5 5 "GO:0046448;GO:0050783" "cocaine metabolic process" 0.702666822827184
-986 0.485199131615756 2 14 "GO:0046459" "short-chain fatty acid metabolic process" 0.840988296614432
1430 0.545063715971281 2 5 "GO:0046462" "monoacylglycerol metabolic process" 0.873234822388677
234 0.784765567735148 5 38 "GO:0046463;GO:0046460" "acylglycerol biosynthetic process" 0.947683645217457
-1015 0.0121017021744327 4 172 "GO:0046467" "membrane lipid biosynthetic process" 0.221851667535623
2630 0.135395779364243 4 9 "GO:0046469" "platelet activating factor metabolic process" 0.576187619102521
516 0.425237873532265 4 67 "GO:0046470" "phosphatidylcholine metabolic process" 0.816837210884271
-819 0.488478756530769 4 20 "GO:0046471" "phosphatidylglycerol metabolic process" 0.840988296614432
1386 0.115789852928268 7 36 "GO:0046473;GO:0006654" "phosphatidic acid metabolic process" 0.544733755972222
-15 0.956542922190344 2 399 "GO:0046474;GO:0008654;GO:0045017" "phospholipid biosynthetic process" 0.990542790014065
-1092 0.27461688457164 4 28 "GO:0046475" "glycerophospholipid catabolic process" 0.713764001074498
-2033 0.149956843044492 2 14 "GO:0046476" "glycosylceramide biosynthetic process" 0.594680647455692
2928 0.0661203332712307 2 11 "GO:0046477" "glycosylceramide catabolic process" 0.446926294674378
1480 0.131628086683088 6 29 "GO:0046479;GO:0046514" "glycosphingolipid catabolic process" 0.569192149350131
2270 0.076585960057318 2 17 "GO:0046485" "ether lipid metabolic process" 0.474062119640509
-1042 0.460868810541327 2 14 "GO:0046487" "glyoxylate metabolic process" 0.834823395069781
31 0.927317278887901 4 245 "GO:0046488;GO:0006661" "phosphatidylinositol metabolic process" 0.98550343951837
722 0.609170958216422 4 14 "GO:0046498" "S-adenosylhomocysteine metabolic process" 0.896995120169615
1273 0.238094967315089 4 24 "GO:0046500" "S-adenosylmethionine metabolic process" 0.685265053613528
973 0.410167975675478 2 20 "GO:0046501;GO:0006782" "protoporphyrinogen IX metabolic process" 0.809494740771152
1555 0.510424747293877 3 5 "GO:0046502" "uroporphyrinogen III metabolic process" 0.854674152886771
109 0.876439314309613 2 57 "GO:0046503" "glycerolipid catabolic process" 0.968623702719351
204 0.898078570550181 3 11 "GO:0046512;GO:0046520" "sphingosine biosynthetic process" 0.975920946299813
-514 0.528521033735977 3 42 "GO:0046513" "ceramide biosynthetic process" 0.865122505316337
166 0.836938383417426 4 43 "GO:0046528;GO:0046529" "imaginal disc fusion" 0.959377513408906
-556 0.303374254122287 3 96 "GO:0046532" "regulation of photoreceptor cell differentiation" 0.736617144861562
